"Title","ID","Updated Date","PMID","Status","Contributor","Editor","SeniorEditor","Section","Topics","BLUF","Citation","Journal","Authors","Summary","Figures","LevelOfEvidence","Methodology","InternalTags"
"Gender susceptibility to COVID-19: a review of the putative role of sex hormones and X chromosome","58934e3d-e752-4834-839e-ce82331e5e58",2020-09-21T18:01:26Z,"32936429","Published","51d0ab69-abab-4a7c-9127-6f30a7239938","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Understanding the Pathology","[""disparities"",""gender"",""pathophysiology""]","A review conducted by andrology experts at University of Padova in Italy proposes two mechanisms (Figure 1), in addition to differences in comorbidities, that could explain why COVID-19 may be less lethal in females vs males (analysis of 239,709 patients in Italy:17.7% lethality in males and 10.8% in females): (1) females may have a larger reservoir of ACE2 expression due to increased estrogen or skewed X chromosome inactivation, and thus are able to better maintain their RAS-regulatory axis after viral infection, as well as (2) having low TMPRSS2 levels (protease used for SARS-CoV-2 cell entry) due to low baseline androgen levels. These two hypotheses could contribute to why morbidity and mortality are greater in males than in females. 
","J Endocrinol Invest. 2020 Sep 16. doi: 10.1007/s40618-020-01383-6. Online ahead of print.","J Endocrinol Invest","[""Foresta C"","" Rocca MS"","" Di Nisio A.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3DovNbhYG7zGtqc"",""description"":""Figure 1. Proposed mechanisms of sex-related susceptibility to COVID-19.  On  the  top  of  the  figure,  epidemiological  data  from  the  Italian  Ministry  of  Health  are  reported,  with  respective  gender  distribution  of  cases  and  deaths.  A  schematic  representation  of  SARS-CoV-2  mechanism  of  infection  is  reported:  after  binding  of  viral  spike  pro-teins  to  angiotensin-converting  enzyme  2  (ACE2)  (1),  transmem-brane  serine  protease-2  (TMPRSS2)  primes  S  protein  (2),  favoring  viral  entry  and  infection  (3).  ACE2  is  also  crucial  in  tissue  response  to  viral  infection,  as  it  is  typically  involved  in  the  the  renin–angio-tensin system (RAS), where it converts angiotensin I into angiotensin 1–7 (Ang 1–7), which binds to Mas receptor (MasR) and favors tissue protection,  mainly  by  hypotensive  and  anti-inflammatory  pathways.  Conversely,  ACE  converts  angiotensin  I  into  angiotensin  II/III  (Ang  II/III)  that  binds  to  angiotensin  II  type  1  receptor  (AT1R),  favoring  tissue  injury.  On  the  left,  the  main  mechanisms  involved  in  reduced  COVID-19  severity  and  mortality  in  women  are  proposed:  (a)  ACE2methylation (M, orange dot) is reduced in women, resulting in higher ACE2 expression; (b) ACE2 is located on the X chromosome, which in females is present in two copies, in a region of the short arm where 15–30%  of  genes  undergoes  X  inactivation  Escape  (XiE);  (c)  estro-gens,  produced  by  the  ovary,  promote  ACE2  expression.  Increased  levels  of  ACE2  would  provide  a  larger  pool  for  tissue  protection  (green arrows) after viral entry. On the right, mechanisms involved in male increased susceptibility: (d) androgens, produced by testes, bind to  the  androgen  receptor  and  are  recognized  by  androgen-responsive  elements  (ARE)  in  the  promoter  of  TMPRSS2,  leading  to  increased  expression,  which  in  turn  favors  viral  entry  in  males,  whereas  low  levels  of  androgens  in  women  may  keep  at  low  levels  TMPRSS2  expression,  representing  a  further  protective  factor  for  the  develop-ment  of  COVID-19  infection.  The  lack  of  increased  ACE2  pool  in  men due to low estrogens would favor the ACE pathway (red arrows) in  the  RAS  axis,  which  further  promotes  tissue  injury  and  disease  severity in men, compared with women with the same viral load""}]","Other","Review / Literature Review",[]
"Important Pharmacogenetic Information for Drugs Prescribed During the SARS-CoV-2 Infection (COVID-19)","5a7b6129-d1e1-401e-94f3-d9ef2de578c3",2020-09-25T00:05:57Z,"32936528","Published","5b6f2a4f-eb76-44e9-94bd-7a5623b3415c","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Management > Acute care","[""management"",""pharmacy"",""review"",""treatments""]","A review by authors affiliated with the Clinical Pharmacology Department at Universidad Autónoma de Madrid (UAM) in Spain summarize pharmacogenetic biomarkers of drugs used for COVID-19 patient management during the pandemic, while providing an easily accessible list of drug characteristics (Table 1). Authors acknowledge a need for further research to elaborate on pharmacogenetic properties of these drugs and others in the setting of COVID-19, suggesting that further knowledge in this area could improve clinical guidelines and establish more efficient and cost-effective treatment.","Clin Transl Sci. 2020 Sep 16. doi: 10.1111/cts.12866. Online ahead of print.","Clin Transl Sci","[""Zubiaur P"","" Koller D"","" Saiz-Rodríguez M"","" Navares-Gómez M"","" Abad-Santos F.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3IRXDZqbkXGH6hW"",""description"":""Table 1. Summary of Used During COVID-19 Pandemic with Corresponding Pharmacogenetic Information. Levels of evidence - 1: Biomarkers with clinical pharmacogenetic guidelines; 2: Biomarkers with clinical pharmacogenetic guidelines applied to other drugs; 3: Candidate pharmacogenetic biomarkers as published in peer-review journals without clinical pharmacogenetic guidelines; 4: Speculative biomarkers. Abbreviations - ABCB1, ATP binding cassette subfamily B member 1; ACE, angiotensin-converting enzyme; ADD1, adducin 1 (alpha); COVID-19, coronavirus disease 2019; CYP, cytochrome P450; G6PD, glucose-6-phosphate dehy-drogenase; IFNL3, interferon lambda 3; IL-1, interleukin-1; IL-6R, interleu-kin-6 receptor; UGT1A1, UDP glucuronosyltransferase family 1 member A1.""}]","Other","Review / Literature Review",[]
"Mass Events Trigger Malta's Second Peak After Initial Successful Pandemic Suppression","5aaabe1a-cdeb-4d66-9f4f-73d4f5410cd5",2020-09-21T18:01:26Z,"32936428","Published","b0f69700-4384-4947-bd85-bd6ea5d73c4e","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Transmission & Prevention > Prevention in the Community","[""community"",""global"",""prevention"",""transmission""]","A review article by medical professionals and public health experts from Malta discusses how the island's initial success in handling the first wave of COVID-19 has now deteriorated to rapidly increasing case numbers after loosening tourism restrictions beginning July 1st, with two mass events illustrated in Figures 1 & 2. These events have led to re-implementation of restrictions with social gathering limits, mandatory mask wearing, swabbing, and contact-tracing to decrease the high community transmission and active cases, further highlighting the need for public restrictions to protect the health of the population hand-in-hand with cooperation from the public to curb resurgences in the form of a second COVID-19 wave. ","J Community Health. 2020 Sep 16. doi: 10.1007/s10900-020-00925-6. Online ahead of print.","J Community Health","[""Cuschieri S"","" Balzan M"","" Gauci C"","" Aguis S"","" Grech V.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_umrLCa50D3ZzKvv"",""description"":""Fig 1: Distribution of the 7-day average moving timeline of the positive cases since March 2020. ""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_Y5rn8qVSKsamdlT"",""description"":""Fig 2: Distribution of the daily and total active COVID-19 cases in Malta as of 1st July 2020. *As reported by the official COVID-19 figures by Ministry of Health. The reminder clusters are as reported during the weekly COVID-19 Media Briefing. ""}]","Other","Review / Literature Review",[]
"A drone-based networked system and methods for combating coronavirus disease (COVID-19) pandemic","5c46ef7b-4204-4bc8-8e42-a4683fff7845",2020-09-18T17:05:09Z,"32895585","Published","b42ec4eb-0a9e-4c97-8ba4-2d1607846c3f","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Transmission & Prevention > Prevention in the Community","[""community"",""prevention"",""transmission""]","Engineers and computer scientists from India, United Kingdom, and Australia present an in-depth proposal of their drone based healthcare system for use during the COVID-19 pandemic by describing its architecture (Figure 3), outlining the collision avoidance algorithms, and providing real-time drone based simulations. They argue that this system could help monitor patients, sanitize, provide thermal imaging (Figure 1), enforce social distancing (Figure 2), as well as collect and analyze data to better combat and manage the pandemic on a large scale, even in areas with insufficient medical infrastructure.","Future Gener Comput Syst. 2021 Feb;115:1-19. doi: 10.1016/j.future.2020.08.046. Epub 2020 Sep 3.","Future Gener Comput Syst","[""Kumar A"","" Sharma K"","" Singh H"","" Naugriya SG"","" Gill SS"","" Buyya R.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3M3GbmjsDzr3pA6"",""description"":""Figure 1. Real-time drone-based COVID-19 temperature reading, thermal scanning and medication system.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_NVYesOeI6sYdunf"",""description"":""Figure 2. Drone/UAV-based simulation model for social distancing in hospitals, banks, supermarket etc.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_YYMFqXRlr7FNTxL"",""description"":""Figure 3. Architecture for drone-based COVID-19 monitoring, control, and analytics in smart healthcare system.""}]","Other","Modeling",[]
"Case-Control Study of Use of Personal Protective Measures and Risk for Severe Acute Respiratory Syndrome Coronavirus 2 Infection, Thailand","6077fd16-0d7c-45be-8bff-6683d48ca1e1",2020-09-18T17:05:09Z,"32931726","Published","05267e48-cdcc-4219-9679-89377ccfb30b","6829c5fb-e2ba-4225-836e-6b148a334f6d","518c3194-4d70-4a2f-918c-2ef441d854c4","Transmission & Prevention > Prevention in the Community","[""community"",""epidemiology"",""prevention"",""transmission""]","A retrospective case control study conducted using 211 cases (asymptomatic contacts of COVID-19 patients who later tested positive) and 839 controls (asymptomatic contacts of COVID-19 patients who never tested positive) (Figure 1) from Thailand between 1 March 2020 and 30 March 2020 evaluated factors that contributed to whether an individual with close contact to a person with COVID-19 also contracted SARS-CoV-2. Factors independently associated with a lower likelihood of contracting SARS-CoV-2 included wearing a mask during all contact with the infected individual, maintaining greater than 1 meter of distance from the infected individual, having close contact for less than or equal to 15 minutes with the infected individual, and frequent hand washing (Table 1). This study supports the physical distancing guidelines practiced by most societies in order to limit the spread of SARS-CoV-2.","Emerg Infect Dis. 2020 Sep 15;26(11). doi: 10.3201/eid2611.203003. Online ahead of print.","Emerg Infect Dis","[""Doung-Ngern P"","" Suphanchaimat R"","" Panjangampatthana A"","" Janekrongtham C"","" Ruampoom D"","" Daochaeng N"","" Eungkanit N"","" Pisitpayat N"","" Srisong N"","" Yasopa O"","" Plernprom P"","" Promduangsi P"","" Kumphon P"","" Suangtho P"","" Watakulsin P"","" Chaiya S"","" Kripattanapong S"","" Chantian T"","" Bloss E"","" Namwat C"","" Limmathurotsakul D.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_T7wH9SQUaiu8qhb"",""description"":""Figure 1. Flow diagram in case-control study of severe acute respiratory syndrome coronavirus 2 infections and contacts, Thailand, March–April 2020. COVID-19, coronavirus disease; SARS-CoV-2, severe acute respiratory syndrome coronavirus 2; SRRT, Surveillance and Rapid Response Team of Ministry of Public Health.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2f24kpHE0vjoaB9"",""description"":""Table 1: Factors associated with coronavirus disease among persons followed through contract tracing, Thailand, March–April 2020*\n*NA, not applicable; COVID-19, coronavirus disease. †Data not available for all cases and controls for all factors. ‡Crude and adjusted odds ratios were estimated using logistic regression with random effects for location and for index patient nested within the same location.  §The state enterprise office was included as a workplace. Others included restaurants, markets, malls, religious places, and households of index patients or other persons but not living together. Location was included in the model as a random effect variable.  ¶Sharing multiserving dishes and using communal serving utensils to portion food individually was not categorized as sharing dishes.  #Included sharing electronic cigarettes and any vaping devices.  **Included washing with soap and water, and by using alcohol-based solutions.  ††Wearing masks incorrectly, such as not covering both nose and mouth, was considered the same as not wearing a mask for analyses. Crude odds ratios of wearing mask and of each factor evaluated were estimated using logistic regression with random effects for location and for index patient nested within the same location to take into account clustering; therefore, the crude odds ratios are not equal to dividing of the odds in the case group by the odds in the control group.""}]","4","Case-series, case-control studies, or historically controlled studies","[""Executive Summary""]"
"Recent Biotechnological Tools for Diagnosis of COVID-19 Disease: A review","62a7642c-22a4-46d0-a41e-2489f53930bb",2020-09-16T17:54:08Z,"32902193","Published","74bf1338-4e36-47be-adf0-7bd59da64f1f","6829c5fb-e2ba-4225-836e-6b148a334f6d","518c3194-4d70-4a2f-918c-2ef441d854c4","R&D: Diagnosis & Treatments > Current Diagnostics","[""diagnostics"",""review""]","Researchers in Biotechnology from Odisha, India conducted a brief overview of current COVID-19 diagnostic techniques and found that RT-PCR is the gold standard and the most widely used method while CRISPR is the most adaptable to low resource settings. This overview helps to inform choices between diagnostic techniques for the users depending on the context. ","Biotechnol Prog. 2020 Sep 9. doi: 10.1002/btpr.3078. Online ahead of print.","Biotechnol Prog","[""Behera BC"","" Mishra RR"","" Thatoi H.""]","Authors provide a brief overview of some of the current COVID-19 diagnostic techniques: 

- Real time PCR (RT-PCR): ""Gold standard"" of diagnostics, most widely used method. Provides fast and high throughput detection and quantification of target DNA sequences extracted from upper respiratory tract using nasopharyngeal swab technique, aimed at diagnosing COVID-19 by targeting specific viral genomes (E, N, S, RdRp genes). 
- Real time isothermal loop mediated amplification (RT-LAMP): fastest diagnostic test for COVID-19, works similarly as RT-PCR but does not require thermal cycling, results within 30-40 minutes. Aimed at targeting the N gene. 
- Clustered regularly interspaced short palindromic repeats (CRISPR): SHERLOCK (specific High Sensitivity Enzymatic Reporter UnLOCKing) is most well known CRISPR detection strategy for COVID-19. Results appear on an easy to read strip that is akin to a pregnancy test, able to detect COVID-19 from saliva, good for low resource settings. 
- Serological tests for antigen detection: nucleus protein (NP) can be detected during the first two weeks of infection, nucleocapsid protein (N) can also be detected but has low specificity as N is also present in SARS-CoV.
- Serological tests for antibody detection: antibody IgM and IgG lateral flow immunoassays detect antibody in patients who currently have or have history of COVID-19, although this test cannot distinguish between the two.
",[],"5","Review / Literature Review",[]
"Errors in Statistical Numbers and Data in Study of Cardiovascular Magnetic Resonance Imaging in Patients Recently Recovered From COVID-19","63c1db65-bf50-4375-b9a2-21dcbad674e7",2020-09-17T19:00:38Z,"32840561","Published","b42ec4eb-0a9e-4c97-8ba4-2d1607846c3f","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Management > Medical subspecialties > Cardiology","[""cardiology"",""management"",""radiology""]","In this letter to the editor, authors of Puntmann et al, 2020 -- a recent study detailing cardiovascular magnetic resonance imaging (MRI) findings in recovered COVID-19 patients -- aim to correct inconsistencies and errors in their original article by delineating steps to correct these errors including using appropriate statistical tests, adding missing data sets, and amending other calculation errors. Authors claim these adjustments did not change the basic conclusion of their original article, which indicated 78% of patients in their cohort who recovered from COVID-19 also experienced cardiac involvement, highlighting the need for ongoing investigation of cardiovascular consequences in post-COVID-19 patients.","JAMA Cardiol. 2020 Aug 25. doi: 10.1001/jamacardio.2020.4661. Online ahead of print.","JAMA Cardiol","[""Nagel E"","" Puntmann VO.""]",,[],"Other","Expert Opinion",[]
"Surgery and COVID-19","70ff7b6e-62fb-4ffd-ade8-7f8a21dfbdd2",2020-09-26T01:24:20Z,"32960251","Published","1c3399b7-a074-4a13-a7df-914445bc6b19","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Adjusting Practice During COVID-19 > Surgical Subspecialties","[""adjusting practice"",""healthcare workforce"",""resilience"",""surgery""]","A commentary piece by a surgeon and JAMA editor from UNC Chapel Hill discusses the various challenges the surgical field has faced due to the COVID-19 pandemic (described in summary below). The author draws attention to the lasting effects the pandemic poses on the specialty for patients, medical students, and the healthcare workforce. The author stresses the need for awareness of such changes, asking readers for acceptance of adaptive change. ","JAMA. 2020 Sep 22;324(12):1151-1152. doi: 10.1001/jama.2020.15191.","JAMA","[""Kibbe MR.""]","The author discusses the following effects of the pandemic on the surgical specialty and the responses needed: 

- There is a need for adequate appropriate personal protective equipment (PPE) for surgical personnel. 
- Use of smoke evacuators in operating rooms is imperative in protecting healthcare personnel from aerosolized tissues.
- A study has shown increased odds of 30-day mortality risk, perioperative pulmonary complications, and thrombotic complications in postoperative individuals (Doglietto et al, Italy). 
- There has been a significant decrease in non-urgent procedures, which will need to be addressed when the pandemic ends. 
- The pandemic has restricted medical students from fully experiencing the surgical specialty, likely negatively impacting the amount of students applying to the specialty in the future. 
- The surgical workforce, especially those in private practice, has been affected by pay cuts and lay offs due to drastic reductions in surgical services. 
",[],"Other","Expert Opinion",[]
"Rationing of civilian COVID-19 vaccines while supplies are limited","7174c817-9385-4ca0-a4f5-a081c696d5f4",2020-09-18T17:05:09Z,"32894861","Published","b0f69700-4384-4947-bd85-bd6ea5d73c4e","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Climate > Disparities","[""disparities"",""epidemiology"",""global"",""prevention"",""transmission""]","An expert opinion by vaccine experts from the University of Pittsburgh School of Medicine and Mayo Vaccine Research Group addresses concerns regarding historical disparities in vaccine/healthcare access in disadvantaged and minority groups. They propose a SARS-CoV-2 vaccine distribution plan with special emphasis on the ethical principles, utilitarianism, and egalitarianism, employing a tier system beginning with healthcare providers/front-line workers, adults &gt; 65 and those with high comorbidities, followed by random chance selection weighted so that disadvantaged areas have higher access to vaccine (See attached figure). ","J Infect Dis. 2020 Sep 7:jiaa569. doi: 10.1093/infdis/jiaa569. Online ahead of print.","J Infect Dis","[""Zimmerman RK"","" South-Paul JE"","" Poland GA.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_xhWSM6g5aEgagqR"",""description"":""Priority groups for pandemic rationing of a COVID vaccine when supplies are limited, by rationale and ethical basis""}]","Other","Expert Opinion","[""Executive Summary""]"
"Audio Interview: Guidelines for Covid-19 Vaccine Development","729a4996-3c8e-4e74-908e-78bb984ae844",2020-09-21T18:01:26Z,"32905696","Published","f8761506-c676-4f5d-b368-02bf98bf4591","37b21518-2a48-474b-b0ca-0fd69940f406","128c5f16-d1ca-4393-ab63-3b649101cfec","R&D: Diagnosis & Treatments","[""epidemiology"",""treatments""]","Editors from the New England Journal of Medicine had an audio discussion on September 9, 2020 to discuss guidelines for deployment of a COVID-19 vaccine. The editors opined that:
• The recent pause of testing for one vaccine due to a participant contracting transverse myelitis shows that the safety protocols in place for vaccine development are functioning as planned
• The public does not need to apply causality hastily in these situations where an adverse effect comes to light in a trial
• Deployment guidelines, including prioritized groups, is not COVID-19 exceptionalism but standard for medical practice worldwide
• Public trust should be gained by transparency and honesty about vaccine development

While the COVID-19 pandemic is a new phenomenon, rapid development and deployment of vaccines is not unique, and these aforementioned discussion points may be useful in helping educate the public on this topic.

","N Engl J Med. 2020 Sep 10;383(11):e88. doi: 10.1056/NEJMe2029435.","N Engl J Med","[""Rubin EJ"","" Baden LR"","" Morrissey S.""]","In this audio interview the authors discussed deployment guidelines for a COVID-19 vaccine and also the recent state of two in-trial vaccines. Highlights include:
• AstraZeneca vaccine trial paused due to patient contracting transverse myelitis
• A new Russian vaccine under trial is a recombinant adenovirus type 26 (rAd26) vector and a recombinant adenovirus type 5 (rAd5) vector
• CDC cursory guidelines for COVID-19 vaccine distribution includes 4 main groups as prioritized, including: healthcare workers, essential workers, national security and residents and staff of long-term care facilities
• COVID-19 vaccine development timeframe and public distrust mirrors that of the Ebola vaccine development in recent years
",[],"Other","Guidelines and Recommendations","[""Executive Summary""]"
"Planning for COVID-19 vaccines safety surveillance","823b0eed-cd77-4cbd-834a-65f39e7030f2",2020-09-16T17:54:08Z,"32684499","Published","b0f69700-4384-4947-bd85-bd6ea5d73c4e","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Climate > Global","[""global"",""immunology"",""management"",""prevention""]","A commentary conducted by members of global health departments in the US and India call attention to the accelerated timelines of vaccine development for COVID-19 (Table 1) and highlight the critical need for active safety surveillance, especially in low-and-middle income countries, to establish capacity for primary data collection in addition to delineating real adverse reactions to ensure proper understanding and awareness of the benefit-risk profile of an imminent COVID-19 vaccine.","Vaccine. 2020 Sep 11;38(40):6194-6198. doi: 10.1016/j.vaccine.2020.07.013. Epub 2020 Jul 10.","Vaccine","[""Kochhar S"","" Salmon DA.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2ydA7OfPIggbBeI"",""description"":""Table 1: COVID-19 Vaccine Candidates in Clinical Development (21 as of June 29, 2020)""}]","Other","Guidelines and Recommendations","[""Executive Summary""]"
"Placental Pathology Findings during and after SARS-CoV-2 Infection: Features of Villitis and Malperfusion","857ad0ab-dd34-4fdd-a15b-7bd79fdab33c",2020-09-23T17:37:39Z,"32950981","Published","51d0ab69-abab-4a7c-9127-6f30a7239938","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Management > OBGYN","[""adults"",""gynecology"",""OBGYN"",""pathology (specialty)"",""pregnancy""]","A cohort-control study conducted by pathologists at University Women’s Hospital Basel in Switzerland since March 2020 investigated 5 COVID-19 positive pregnant women (three mildly symptomatic and two asymptomatic) and 10 controls for the potential of vertical transmission of SARS-CoV-2. All 5 mothers and 2/5 fetuses has malperfusion, including 1 fetus having small thrombi. One patient, who was the only one symptomatic at childbirth, had placental pathological findings of lymphohistiocytic villitis and intervillositis (Figure 1), as well as viral RNA present in both the placenta and umbilical cord. The authors concluded that SARS-CoV2 infection displays potential for increased risk of fetal malperfusion through an increased coagulative state and and may result in placental infection.","Pathobiology. 2020 Sep 18:1-9. doi: 10.1159/000511324. Online ahead of print.","Pathobiology","[""Menter T"","" Mertz KD"","" Jiang S"","" Chen H"","" Monod C"","" Tzankov A"","" Waldvogel S"","" Schulzke SM"","" Hösli I"","" Bruder E.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3EKoiO8UJpSe21U"",""description"":""Figure 1. Findings of the placenta with manifest COVID-19. a Mac-roscopic  image  showing  inhomogeneous  and  unusually  con-densed  placental  parenchyma  and  an  area  of  infarction  (arrow).  b  Chronic  villitis  and  intervillositis  (haematoxylin  and  eosin  [H&E], 40×). c, d Characterisation of the inflammatory infiltrate consisting  primarily  of  cytotoxic  T-cells  expressing  CD8  (c)  and  fewer macrophages expressing CD68 (d) (immunohistochemistry, 200×). e, f Lymphohistiocytic villitis resulting in chorionic vascu-litis and subsequent fresh (e) and already organizing thrombosis (f) (H&E, 100×). g Intervillous increase of fibrin as result of ma-ternal malperfusion (H&E, 100×). h Presence of SARS-CoV-2 in decidual cells (red) (in situ hybridization for SARS-CoV-2, 200×).""}]","4","Case-series","[""Executive Summary""]"
"SARS-CoV-2 infects and induces cytotoxic effects in human cardiomyocytes","90341656-dfcc-4e5c-8fc3-aa68d0feeb41",2020-09-26T01:24:20Z,"32966582","Published","51d0ab69-abab-4a7c-9127-6f30a7239938","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Understanding the Pathology > In vitro","[""adults"",""cardiology"",""critical care"",""in vitro"",""pathology (specialty)"",""pathophysiology""]","An in vitro study conducted by cardiac researchers in Germany found that SARS-CoV-2 can infect stem cell-derived cardiomyocytes and cardiospheres, as well as infect living human cardiac tissue slices obtained from explanted hearts (Figure 6). In an endomyocardial biopsy of a patient with COVID-19, remdesivir (in addition to recombinant ACE2 and neutralizing antibodies) successfully inhibited viral spike protein expression in the human cardiac tissue. The authors concluded that SARS-CoV-2 infects cardiomyocytes in vitro in an ACE2 and cathepsin dependent manner which can be inhibited by remdesivir (Figure 5), suggesting the need for more research to understand if COVID-19 related heart injury is caused directly through viral infection or via secondary causes.","Cardiovasc Res. 2020 Sep 23:cvaa267. doi: 10.1093/cvr/cvaa267. Online ahead of print.","Cardiovasc Res","[""Bojkova D"","" Wagner JUG"","" Shumliakivska M"","" Aslan GS"","" Saleem U"","" Hansen A"","" Luxán G"","" Günther S"","" Pham MD"","" Krishnan J"","" Harter PN"","" Ermel UH"","" Frangakis AS"","" Milting H"","" Zeiher AM"","" Klingel K"","" Cinatl J"","" Dendorfer A"","" Eschenhagen T"","" Tschöpe C"","" Ciesek S"","" Dimmeler S.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_UilGah5QsZLzCaR"",""description"":""Figure 6. Graphic depicting SARS-CoV-2 infection of cardiac tissue. (caption by COVID-19 LST)""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_1dnJk9LvKjUubjA"",""description"":""Figure 5: Cardiomyocyte infection is inhibited by ACE2, cathepsin and RNA polymerase inhibition. a, Effect of recombinant ACE2 (5 μg/ml) or neutralizing antibodies (80 μg/ml) on SARS-CoV-2 infection. Spike protein was quantified after 48 h of infection (MOI=1). n=9  (virus), n=7  (virus+rhACE2), n=6 (Isotope control) und n=7 (virus  +  ACE2 AB), all biological replicates. b, Effect of the protease inhibitor N-Acetyl-L-leucyl-L-leucyl-L-methional(ALLM; 1 μM; added during and post infection) on spike protein expression after infection with SARS-CoV-2 (MOI=1) at 48h.n=3  biological  replicates.c, Effect of remdesivir (1  μM, added  post-infection). Since ALLMand remdesivir were solved in DMSO, virus infected cells were also treated with DMSO in panels b and c. n=3 biological replicates.Data were statistically assessed  using one-way ANOVA with post hoc Dunnett’s (a, b) or post hoc Holm-Sidak’s test (c). n.s. = not  significant, *p&lt;0.05, ***p&lt;0.001, ****p&lt;0.0001.""}]","Other","Mechanism-based reasoning",[]
"Influenza immunization and COVID-19","9c2737e0-d024-4251-a837-2a5bbe7de726",2020-09-22T17:12:18Z,"32773245","Published","1c3399b7-a074-4a13-a7df-914445bc6b19","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Transmission & Prevention > Prevention in the Community","[""adults"",""epidemiology"",""healthcare workforce"",""prevention"",""transmission""]","A commentary by a multidisciplinary team of vaccine experts discusses the possibility of a second wave of COVID-19 cases near the end of 2020 and warns against the potential for co-occurrence with seasonal influenza. The authors advocate for public health authorities to prioritize influenza vaccination production and usage this year, especially among vulnerable populations (e.g.—pregnant women, the elderly, patients with multiple co-morbidities) and health care providers. The goal is to preventing severe complications caused by contraction of both COVID-19 and the influenza virus. ","Vaccine. 2020 Sep 3;38(39):6078-6079. doi: 10.1016/j.vaccine.2020.07.058. Epub 2020 Jul 29.","Vaccine","[""Maltezou HC"","" Theodoridou K"","" Poland G.""]",,[],"Other","Expert Opinion","[""Executive Summary""]"
